App,Package,Start Time,Duration,Filename,,,,
EEG - Group31,com.eeg.group31,"May 3, 2018 @ 06:24:56 PM",32 sec,,,,,
,,,,,,,,
Time  [ms],Battery Power [uW],Time  [ms],Battery Status,,,,,
23393,831894,23191,0,,,,,
23494,831894,23294,0,,,,,
23596,831894,23393,0,,,,,
23696,831894,23495,0,,,,,
23798,831894,23596,0,,,,,
23898,831894,23697,0,,,,,
23998,831894,23799,0,,,,,
24103,709473,23899,0,,,,,
24208,709473,23998,0,,,,,
24309,709473,24105,0,,,,,
24409,709473,24209,0,,,,,
24509,709473,24309,0,,,,,
24610,709473,24410,0,,,,,
24714,709473,24510,0,,,,,
24814,709473,24610,0,,,,,
24917,709473,24714,0,,,,,
25015,709473,24814,0,,,,,
25116,648116,24918,0,,,,,
25218,648116,25016,0,,,,,
25320,648116,25117,0,,,,,
25420,648116,25219,0,,,,,
25522,648116,25320,0,,,,,
25622,648116,25421,0,,,,,
25723,648116,25523,0,,,,,
25825,648116,25623,0,,,,,
25925,648116,25724,0,,,,,
26026,648116,25826,0,,,,,
26127,722304,25926,0,,,,,
26233,722304,26027,0,,,,,
26328,722304,26128,0,,,,,
26431,722304,26233,0,,,,,
26530,722304,26329,0,,,,,
26632,722304,26432,0,,,,,
26733,722304,26531,0,,,,,
26835,722304,26633,0,,,,,
26935,722304,26734,0,,,,,
27036,722304,26835,0,,,,,
27136,652059,26935,0,,,,,
27236,652059,27037,0,,,,,
27339,652059,27137,0,,,,,
27440,652059,27236,0,,,,,
27540,652059,27339,0,,,,,
27642,652059,27440,0,,,,,
27741,652059,27541,0,,,,,
27843,652059,27642,0,,,,,
27946,652059,27742,0,,,,,
28046,652059,27844,0,,,,,
28147,725877,27947,0,,,,,
28249,725877,28046,0,,,,,
28350,725877,28148,0,,,,,
28451,725877,28250,0,,,,,
28553,725877,28350,0,,,,,
28652,725877,28451,0,,,,,
28754,725877,28554,0,,,,,
28859,725877,28653,0,,,,,
28958,725877,28754,0,,,,,
29060,725877,28859,0,,,,,
29162,844600,28958,0,,,,,
29263,844600,29060,0,,,,,
29363,844600,29162,0,,,,,
29464,844600,29263,0,,,,,
29564,844600,29363,0,,,,,
29664,844600,29464,0,,,,,
29766,844600,29564,0,,,,,
29866,844600,29664,0,,,,,
29967,844600,29766,0,,,,,
30067,701271,29867,0,,,,,
30168,701271,29967,0,,,,,
30267,701271,30067,0,,,,,
30369,701271,30168,0,,,,,
30469,701271,30268,0,,,,,
30570,701271,30369,0,,,,,
30671,701271,30470,0,,,,,
30771,701271,30571,0,,,,,
30873,701271,30671,0,,,,,
30973,701271,30772,0,,,,,
31022,701271,30873,0,,,,,
31123,676170,30974,0,,,,,
31223,676170,31022,0,,,,,
31325,676170,31123,0,,,,,
31425,676170,31223,0,,,,,
31525,676170,31326,0,,,,,
31625,676170,31425,0,,,,,
31726,676170,31525,0,,,,,
31826,676170,31626,0,,,,,
31927,676170,31726,0,,,,,
32029,676170,31827,0,,,,,
32129,729622,31927,0,,,,,
32229,729622,32029,0,,,,,
,,32129,0,,,,,
,,32229,0,,,,,
,,,,,,,,
,,,,,,,,
System Statistics:,,,,,,,,
Sensor Id,Name,Type,Average,,,,,
206,Battery Status,Battery Status,0,,,,,
332,Battery Power,Power [uW],832567.9472,,,,,
,,,,,,,,
,,,,,,,,
Application Statistics:,,,,,,,,
UID,Application,Package,CPU[%],Number of Threads,Average Virtual Memory Size [MB],Max Virtual Memory Size [MB],Average Resident Set Size [MB],Max Resident Set Size [MB]
