App,Package,Start Time,Duration,Filename,,,,
EEG - Group31,com.eeg.group31,"May 3, 2018 @ 06:32:05 PM",31 sec,,,,,
,,,,,,,,
Time  [ms],Battery Power [uW],Time  [ms],Battery Status,,,,,
19290,800856,19188,0,,,,,
19390,800856,19290,0,,,,,
19490,800856,19390,0,,,,,
19590,800856,19491,0,,,,,
19691,800856,19590,0,,,,,
19791,800856,19691,0,,,,,
19892,800856,19791,0,,,,,
19993,800856,19892,0,,,,,
20093,805335,19993,0,,,,,
20194,805335,20094,0,,,,,
20295,805335,20194,0,,,,,
20397,805335,20295,0,,,,,
20499,805335,20397,0,,,,,
20598,805335,20500,0,,,,,
20700,805335,20598,0,,,,,
20799,805335,20700,0,,,,,
20900,805335,20799,0,,,,,
21003,805335,20900,0,,,,,
21105,687288,21003,0,,,,,
21205,687288,21105,0,,,,,
21307,687288,21205,0,,,,,
21407,687288,21307,0,,,,,
21508,687288,21407,0,,,,,
21612,687288,21508,0,,,,,
21713,687288,21613,0,,,,,
21814,687288,21713,0,,,,,
21916,687288,21814,0,,,,,
22016,687288,21916,0,,,,,
22119,749019,22016,0,,,,,
22220,749019,22119,0,,,,,
22320,749019,22220,0,,,,,
22422,749019,22320,0,,,,,
22521,749019,22423,0,,,,,
22623,749019,22522,0,,,,,
22723,749019,22623,0,,,,,
22823,749019,22723,0,,,,,
22923,749019,22823,0,,,,,
23025,749019,22923,0,,,,,
23135,793071,23025,0,,,,,
23235,793071,23135,0,,,,,
23335,793071,23235,0,,,,,
23437,793071,23336,0,,,,,
23538,793071,23437,0,,,,,
23638,793071,23539,0,,,,,
23739,793071,23638,0,,,,,
23842,793071,23739,0,,,,,
23942,793071,23843,0,,,,,
24041,793071,23943,0,,,,,
24142,813711,24042,0,,,,,
24242,813711,24142,0,,,,,
24343,813711,24243,0,,,,,
24444,813711,24343,0,,,,,
24545,813711,24444,0,,,,,
24646,813711,24545,0,,,,,
24747,813711,24646,0,,,,,
24848,813711,24747,0,,,,,
24949,813711,24848,0,,,,,
25051,813711,24950,0,,,,,
25151,817000,25051,0,,,,,
25253,817000,25151,0,,,,,
25353,817000,25254,0,,,,,
